Plate_ID,Assay_Well,Compound_ID,Cell_Line,Timepoint,Timepoint_Unit,Compound_Concentration,Counts
HD00030938,B22,COMP093244,cl002,144,h,1.13092E-08,79896
HD00030938,C11,COMP093244,cl002,144,h,1.45363E-09,84168
HD00030938,C19,COMP093244,cl002,144,h,1.52308E-09,90408
HD00030938,C21,COMP093244,cl002,144,h,1.59609E-09,89064
HD00030938,D11,COMP093244,cl002,144,h,1.59609E-09,86088
HD00030938,D19,COMP093244,cl002,144,h,1.25724E-08,73560
HD00030938,E11,COMP093244,cl002,144,h,1.59609E-09,87408
HD00030938,E19,COMP093244,cl002,144,h,1.67234E-09,89568
HD00030938,E21,COMP093244,cl002,144,h,1.25724E-08,79632
HD00030938,F11,COMP093244,cl002,144,h,1.7525E-09,85872
HD00030938,F19,COMP093244,cl002,144,h,1.38045E-08,85344
HD00030938,F21,COMP093244,cl002,144,h,,81648
HD00030938,G07,COMP093244,cl002,144,h,,81792
HD00030938,G11,COMP093244,cl002,144,h,,84936
HD00030938,G19,COMP093244,cl002,144,h,,89976
HD00030938,G21,COMP093244,cl002,144,h,,85296
HD00030938,H07,COMP093244,cl002,144,h,,88704
HD00030938,H19,COMP093244,cl002,144,h,,88920
HD00030938,H21,COMP093244,cl002,144,h,,89184
HD00030938,I07,COMP093244,cl002,144,h,,91152
HD00030938,I21,COMP093244,cl002,144,h,,92256
HD00030938,J07,COMP093244,cl002,144,h,,88848
HD00030938,J18,COMP093244,cl002,144,h,,89928
HD00030938,J19,COMP093244,cl002,144,h,,93120
HD00030938,J21,COMP093244,cl002,144,h,,92496
HD00030938,K07,COMP093244,cl002,144,h,,95496
HD00030938,K18,COMP093244,cl002,144,h,,85968
HD00030938,K19,COMP093244,cl002,144,h,,93312
HD00030938,K20,COMP093244,cl002,144,h,,91560
HD00030938,K21,COMP093244,cl002,144,h,,95712
HD00030938,L07,COMP093244,cl002,144,h,,94464
HD00030938,L18,COMP093244,cl002,144,h,,98424
HD00030938,L19,COMP093244,cl002,144,h,,93912
HD00030938,L20,COMP093244,cl002,144,h,,100632
HD00030938,L21,COMP093244,cl002,144,h,,92088
HD00030938,M07,COMP093244,cl002,144,h,,94560
HD00030938,M10,COMP093244,cl002,144,h,,79248
HD00030938,M18,COMP093244,cl002,144,h,,91272
HD00030938,M19,COMP093244,cl002,144,h,,95208
HD00030938,M20,COMP093244,cl002,144,h,,93336
HD00030938,N07,COMP093244,cl002,144,h,,97080
HD00030938,N10,COMP093244,cl002,144,h,,93912
HD00030938,N18,COMP093244,cl002,144,h,,97248
HD00030938,N19,COMP093244,cl002,144,h,,90912
HD00030938,N20,COMP093244,cl002,144,h,,102408
HD00030938,N21,COMP093244,cl002,144,h,,97056
HD00030938,O07,COMP093244,cl002,144,h,,102240
HD00030938,O10,COMP093244,cl002,144,h,,96600
HD00030938,O18,COMP093244,cl002,144,h,,110328
HD00030938,O20,COMP093244,cl002,144,h,,107448
HD00030938,O21,COMP093244,cl002,144,h,,104448
HD00030938,B03,COMP010103,cl002,144,h,,92208
HD00030938,B04,COMP010103,cl002,144,h,,92712
HD00030938,B06,COMP010103,cl002,144,h,,92760
HD00030938,B16,COMP010103,cl002,144,h,,85176
HD00030938,B17,COMP010103,cl002,144,h,,92376
HD00030938,C03,COMP010103,cl002,144,h,,90072
HD00030938,C04,COMP010103,cl002,144,h,,88584
HD00030938,C06,COMP010103,cl002,144,h,,87120
HD00030938,C16,COMP010103,cl002,144,h,,90936
HD00030938,D03,COMP010103,cl002,144,h,,89496
HD00030938,D06,COMP010103,cl002,144,h,,90864
HD00030938,D15,COMP010103,cl002,144,h,,85440
HD00030938,D16,COMP010103,cl002,144,h,,89520
HD00030938,E04,COMP010103,cl002,144,h,,81816
HD00030938,E06,COMP010103,cl002,144,h,,82032
HD00030938,E15,COMP010103,cl002,144,h,,79200
HD00030938,E16,COMP010103,cl002,144,h,,85392
HD00030938,F04,COMP010103,cl002,144,h,,90696
HD00030938,F06,COMP010103,cl002,144,h,,89136
HD00030938,F15,COMP010103,cl002,144,h,,84384
HD00030938,F16,COMP010103,cl002,144,h,,88824
HD00030938,G04,COMP010103,cl002,144,h,,83496
HD00030938,G06,COMP010103,cl002,144,h,,84072
HD00030938,G15,COMP010103,cl002,144,h,,89592
HD00030938,G16,COMP010103,cl002,144,h,,90192
HD00030938,H04,COMP010103,cl002,144,h,,93888
HD00030938,H06,COMP010103,cl002,144,h,,91752
HD00030938,H15,COMP010103,cl002,144,h,,86064
HD00030938,H16,COMP010103,cl002,144,h,,92736
HD00030938,I04,COMP010103,cl002,144,h,,88872
HD00030938,I15,COMP010103,cl002,144,h,,95160
HD00030938,I16,COMP010103,cl002,144,h,,89424
HD00030938,J02,COMP010103,cl002,144,h,,107496
HD00030938,J04,COMP010103,cl002,144,h,,94824
HD00030938,J06,COMP010103,cl002,144,h,,96888
HD00030938,J15,COMP010103,cl002,144,h,,92328
HD00030938,J16,COMP010103,cl002,144,h,,91464
HD00030938,K02,COMP010103,cl002,144,h,,96672
HD00030938,K06,COMP010103,cl002,144,h,,87936
HD00030938,K15,COMP010103,cl002,144,h,,96696
HD00030938,K16,COMP010103,cl002,144,h,,90432
HD00030938,L02,COMP010103,cl002,144,h,,104496
HD00030938,L15,COMP010103,cl002,144,h,,95808
HD00030938,L16,COMP010103,cl002,144,h,,94224
HD00030938,M02,COMP010103,cl002,144,h,,95952
HD00030938,M15,COMP010103,cl002,144,h,,96168
HD00030938,M16,COMP010103,cl002,144,h,,90912
HD00030938,N02,COMP010103,cl002,144,h,,103272
HD00030938,N15,COMP010103,cl002,144,h,,93480
HD00030938,N16,COMP010103,cl002,144,h,,102336
HD00030938,O02,COMP010103,cl002,144,h,,103032
HD00030938,O03,COMP010103,cl002,144,h,,103824
HD00030938,O15,COMP010103,cl002,144,h,,101472
HD00030938,O16,COMP010103,cl002,144,h,,105336
HD00030938,B05,COMP023990,cl002,144,h,,87792
HD00030938,B07,COMP023990,cl002,144,h,,87672
HD00030938,B13,COMP023990,cl002,144,h,,87888
HD00030938,B20,COMP023990,cl002,144,h,,86664
HD00030938,C05,COMP023990,cl002,144,h,,87648
HD00030938,C07,COMP023990,cl002,144,h,,85704
HD00030938,C13,COMP023990,cl002,144,h,,86688
HD00030938,C17,COMP023990,cl002,144,h,,83400
HD00030938,C20,COMP023990,cl002,144,h,,87456
HD00030938,D05,COMP023990,cl002,144,h,,86496
HD00030938,D07,COMP023990,cl002,144,h,,89256
HD00030938,D13,COMP023990,cl002,144,h,,84096
HD00030938,D17,COMP023990,cl002,144,h,,86208
HD00030938,D20,COMP023990,cl002,144,h,,87240
HD00030938,E05,COMP023990,cl002,144,h,,84720
HD00030938,E07,COMP023990,cl002,144,h,,85344
HD00030938,E17,COMP023990,cl002,144,h,,82080
HD00030938,E20,COMP023990,cl002,144,h,,82512
HD00030938,F05,COMP023990,cl002,144,h,,87744
HD00030938,F07,COMP023990,cl002,144,h,,86160
HD00030938,F13,COMP023990,cl002,144,h,,86280
HD00030938,F20,COMP023990,cl002,144,h,,87168
HD00030938,G05,COMP023990,cl002,144,h,,84240
HD00030938,G13,COMP023990,cl002,144,h,,85944
HD00030938,G17,COMP023990,cl002,144,h,,86568
HD00030938,G20,COMP023990,cl002,144,h,,87792
HD00030938,H05,COMP023990,cl002,144,h,,92472
HD00030938,H17,COMP023990,cl002,144,h,,88824
HD00030938,H20,COMP023990,cl002,144,h,,89280
HD00030938,I05,COMP023990,cl002,144,h,,91920
HD00030938,I13,COMP023990,cl002,144,h,,90432
HD00030938,I17,COMP023990,cl002,144,h,,93264
HD00030938,I20,COMP023990,cl002,144,h,,91848
HD00030938,J05,COMP023990,cl002,144,h,,91248
HD00030938,J13,COMP023990,cl002,144,h,,92184
HD00030938,J17,COMP023990,cl002,144,h,,91344
HD00030938,K04,COMP023990,cl002,144,h,,90696
HD00030938,K05,COMP023990,cl002,144,h,,92040
HD00030938,K13,COMP023990,cl002,144,h,,97056
HD00030938,L04,COMP023990,cl002,144,h,,97632
HD00030938,L05,COMP023990,cl002,144,h,,93936
HD00030938,L06,COMP023990,cl002,144,h,,97872
HD00030938,L13,COMP023990,cl002,144,h,,94080
HD00030938,L17,COMP023990,cl002,144,h,,94464
HD00030938,M05,COMP023990,cl002,144,h,,93456
HD00030938,M06,COMP023990,cl002,144,h,,92160
HD00030938,M17,COMP023990,cl002,144,h,,93216
HD00030938,N04,COMP023990,cl002,144,h,,101808
HD00030938,N05,COMP023990,cl002,144,h,,94656
HD00030938,N06,COMP023990,cl002,144,h,,100608
HD00030938,O04,COMP023990,cl002,144,h,,97680
HD00030938,O05,COMP023990,cl002,144,h,,106368
HD00030938,O06,COMP023990,cl002,144,h,,101328
HD00030938,O19,COMP023990,cl002,144,h,,103152
HG00000904,A24,BG,cl002,0,h,,0
HG00000904,B24,BG,cl002,0,h,,24
HG00000904,C24,BG,cl002,0,h,,0
HG00000904,D24,BG,cl002,0,h,,0
HG00000904,E24,BG,cl002,0,h,,0
HG00000904,F24,BG,cl002,0,h,,0
HG00000904,G24,BG,cl002,0,h,,24
HG00000904,H24,BG,cl002,0,h,,24
HG00000904,I24,BG,cl002,0,h,,0
HG00000904,J24,BG,cl002,0,h,,0
HG00000904,K24,BG,cl002,0,h,,24
HG00000904,L24,BG,cl002,0,h,,0
HG00000904,M24,BG,cl002,0,h,,0
HG00000904,N24,BG,cl002,0,h,,0
HG00000904,O24,BG,cl002,0,h,,0
HG00000904,P24,BG,cl002,0,h,,0
HD00025902,C12,NEG,cl002,0,h,,10968
HD00025902,D04,NEG,cl002,0,h,,11880
HD00025902,D21,NEG,cl002,0,h,,11952
HD00025902,E13,NEG,cl002,0,h,,12672
HD00025902,F08,NEG,cl002,0,h,,11640
HD00025902,F17,NEG,cl002,0,h,,11952
HD00025902,H03,NEG,cl002,0,h,,11688
HD00025902,H13,NEG,cl002,0,h,,12072
HD00025902,H22,NEG,cl002,0,h,,11928
HD00025902,I06,NEG,cl002,0,h,,11856
HD00025902,I12,NEG,cl002,0,h,,14184
HD00025902,I19,NEG,cl002,0,h,,11976
HD00025902,K08,NEG,cl002,0,h,,12096
HD00025902,K17,NEG,cl002,0,h,,12336
HD00025902,L12,NEG,cl002,0,h,,14040
HD00025902,M04,NEG,cl002,0,h,,11472
HD00025902,M21,NEG,cl002,0,h,,12048
HD00025902,N13,NEG,cl002,0,h,,12192
HH00043103,A24,BG,cl002,0,h,,0
HH00043103,B24,BG,cl002,0,h,,0
HH00043103,C24,BG,cl002,0,h,,0
HH00043103,D24,BG,cl002,0,h,,0
HH00043103,E24,BG,cl002,0,h,,24
HH00043103,F24,BG,cl002,0,h,,24
HH00043103,G24,BG,cl002,0,h,,0
HH00043103,H24,BG,cl002,0,h,,0
HH00043103,I24,BG,cl002,0,h,,0
HH00043103,J24,BG,cl002,0,h,,0
HH00043103,K24,BG,cl002,0,h,,0
HH00043103,L24,BG,cl002,0,h,,0
HH00043103,M24,BG,cl002,0,h,,24
HH00043103,N24,BG,cl002,0,h,,0
HH00043103,O24,BG,cl002,0,h,,0
HH00043103,P24,BG,cl002,0,h,,0
HD00025903,C12,NEG,cl002,0,h,,10968
HD00025903,D04,NEG,cl002,0,h,,12000
HD00025903,D21,NEG,cl002,0,h,,11976
HD00025903,E13,NEG,cl002,0,h,,12336
HD00025903,F08,NEG,cl002,0,h,,11976
HD00025903,F17,NEG,cl002,0,h,,11736
HD00025903,H03,NEG,cl002,0,h,,11760
HD00025903,H13,NEG,cl002,0,h,,12336
HD00025903,H22,NEG,cl002,0,h,,11544
HD00025903,I06,NEG,cl002,0,h,,12312
HD00025903,I12,NEG,cl002,0,h,,12432
HD00025903,I19,NEG,cl002,0,h,,10992
HD00025903,K08,NEG,cl002,0,h,,12072
HD00025903,K17,NEG,cl002,0,h,,12984
HD00025903,L12,NEG,cl002,0,h,,12480
HD00025903,M04,NEG,cl002,0,h,,12360
HD00025903,M21,NEG,cl002,0,h,,13344
HD00025903,N13,NEG,cl002,0,h,,12504
HD00030942,A24,BG,cl002,96,h,,24
HD00030942,B24,BG,cl002,96,h,,0
HD00030942,C24,BG,cl002,96,h,,0
HD00030942,D24,BG,cl002,96,h,,24
HD00030942,E24,BG,cl002,96,h,,0
HD00030942,F24,BG,cl002,96,h,,0
HD00030942,G24,BG,cl002,96,h,,0
HD00030942,H24,BG,cl002,96,h,,24
HD00030942,I24,BG,cl002,96,h,,24
HD00030942,J24,BG,cl002,96,h,,0
HD00030942,K24,BG,cl002,96,h,,24
HD00030942,L24,BG,cl002,96,h,,24
HD00030942,M24,BG,cl002,96,h,,0
HD00030942,N24,BG,cl002,96,h,,24
HD00030942,O24,BG,cl002,96,h,,0
HD00030942,P24,BG,cl002,96,h,,0
HD00030942,C12,NEG,cl002,96,h,,111624
HD00030942,D04,NEG,cl002,96,h,,111480
HD00030942,D21,NEG,cl002,96,h,,109560
HD00030942,E13,NEG,cl002,96,h,,113880
HD00030942,F08,NEG,cl002,96,h,,119976
HD00030942,F17,NEG,cl002,96,h,,118272
HD00030942,H03,NEG,cl002,96,h,,117744
HD00030942,H13,NEG,cl002,96,h,,119304
HD00030942,H22,NEG,cl002,96,h,,119376
HD00030942,I06,NEG,cl002,96,h,,122136
HD00030942,I12,NEG,cl002,96,h,,119976
HD00030942,I19,NEG,cl002,96,h,,129792
HD00030942,K08,NEG,cl002,96,h,,119832
HD00030942,K17,NEG,cl002,96,h,,135336
HD00030942,L12,NEG,cl002,96,h,,131496
HD00030942,M04,NEG,cl002,96,h,,123072
HD00030942,M21,NEG,cl002,96,h,,130848
HD00030942,N13,NEG,cl002,96,h,,135408
HD00030942,B15,COMP011223,cl002,96,h,4.1152E-08,21504
HD00030942,B16,COMP011223,cl002,96,h,3.3333E-06,26040
HD00030942,B19,COMP011223,cl002,96,h,1.1111E-06,22056
HD00030942,C15,COMP011223,cl002,96,h,1.3717E-08,27480
HD00030942,C16,COMP011223,cl002,96,h,3.7037E-07,28056
HD00030942,C19,COMP011223,cl002,96,h,4.5725E-09,26088
HD00030942,D16,COMP011223,cl002,96,h,1.2346E-07,26352
HD00030942,E16,COMP011223,cl002,96,h,1.5242E-09,28008
HD00030942,F16,COMP011223,cl002,96,h,4.1152E-08,26832
HD00030942,G16,COMP011223,cl002,96,h,1.5242E-09,27816
HD00030942,I14,COMP011223,cl002,96,h,4.5725E-09,36312
HD00030942,I18,COMP011223,cl002,96,h,1.3717E-08,40512
HD00030942,J14,COMP011223,cl002,96,h,1.3717E-08,28872
HD00030942,J18,COMP011223,cl002,96,h,4.5725E-09,31608
HD00030942,K14,COMP011223,cl002,96,h,4.1152E-08,25536
HD00030942,K18,COMP011223,cl002,96,h,1.2346E-07,28728
HD00030942,L14,COMP011223,cl002,96,h,3.3333E-06,29496
HD00030942,L18,COMP011223,cl002,96,h,1.2346E-07,28344
HD00030942,M14,COMP011223,cl002,96,h,1.2346E-07,26040
HD00030942,M15,COMP011223,cl002,96,h,4.1152E-08,37296
HD00030942,M18,COMP011223,cl002,96,h,1.3717E-08,29496
HD00030942,N14,COMP011223,cl002,96,h,1.5242E-09,26448
HD00030942,N15,COMP011223,cl002,96,h,4.5725E-09,28224
HD00030942,N18,COMP011223,cl002,96,h,4.5725E-09,31608
HD00030942,O14,COMP011223,cl002,96,h,1.5242E-09,28368
HD00030942,O15,COMP011223,cl002,96,h,1.3717E-08,26184
HD00030942,O18,COMP011223,cl002,96,h,4.1152E-08,31992
HD00030942,B10,COMP019977,cl002,96,h,1.5751E-11,88416
HD00030942,C17,COMP019977,cl002,96,h,2.5202E-10,94800
HD00030942,D10,COMP019977,cl002,96,h,6.3004E-11,48
HD00030942,D17,COMP019977,cl002,96,h,1.0081E-09,58752
HD00030942,E10,COMP019977,cl002,96,h,2.5202E-10,48
HD00030942,E17,COMP019977,cl002,96,h,1.0081E-09,42552
HD00030942,F10,COMP019977,cl002,96,h,9.8444E-13,312
HD00030942,G10,COMP019977,cl002,96,h,4.0323E-09,4920
HD00030942,G17,COMP019977,cl002,96,h,4.0323E-09,27384
HD00030942,H09,COMP019977,cl002,96,h,3.9377E-12,96
HD00030942,H10,COMP019977,cl002,96,h,1.6129E-08,14328
HD00030942,H17,COMP019977,cl002,96,h,1.6129E-08,16944
HD00030942,I09,COMP019977,cl002,96,h,1.5751E-11,24
HD00030942,I10,COMP019977,cl002,96,h,6.4516E-08,30816
HD00030942,I17,COMP019977,cl002,96,h,6.4516E-08,4896
HD00030942,J09,COMP019977,cl002,96,h,6.3004E-11,552
HD00030942,J10,COMP019977,cl002,96,h,2.5202E-10,47568
HD00030942,J17,COMP019977,cl002,96,h,1.0081E-09,432
HD00030942,K09,COMP019977,cl002,96,h,4.0323E-09,5016
HD00030942,K10,COMP019977,cl002,96,h,1.6129E-08,56736
HD00030942,L09,COMP019977,cl002,96,h,9.8444E-13,16272
HD00030942,L10,COMP019977,cl002,96,h,9.8444E-13,94656
HD00030942,L17,COMP019977,cl002,96,h,6.4516E-08,144
HD00030942,M09,COMP019977,cl002,96,h,3.9377E-12,32280
HD00030942,M17,COMP019977,cl002,96,h,1.5751E-11,120
HD00030942,N09,COMP019977,cl002,96,h,3.9377E-12,41736
HD00030942,O09,COMP019977,cl002,96,h,6.3004E-11,67512
HD00030942,B13,COMP017901,cl002,96,h,8.8499E-11,111912
HD00030942,B14,COMP017901,cl002,96,h,2.1505E-08,63456
HD00030942,B22,COMP017901,cl002,96,h,2.655E-10,27216
HD00030942,C13,COMP017901,cl002,96,h,6.4516E-08,106656
HD00030942,C14,COMP017901,cl002,96,h,9.8333E-12,45840
HD00030942,D13,COMP017901,cl002,96,h,7.9649E-10,70632
HD00030942,D14,COMP017901,cl002,96,h,2.95E-11,35496
HD00030942,E14,COMP017901,cl002,96,h,2.3895E-09,30456
HD00030942,F13,COMP017901,cl002,96,h,8.8499E-11,50064
HD00030942,F14,COMP017901,cl002,96,h,7.1684E-09,28056
HD00030942,G13,COMP017901,cl002,96,h,2.655E-10,33744
HD00030942,G14,COMP017901,cl002,96,h,2.1505E-08,25392
HD00030942,G21,COMP017901,cl002,96,h,7.9649E-10,113952
HD00030942,H14,COMP017901,cl002,96,h,6.4516E-08,26592
HD00030942,H21,COMP017901,cl002,96,h,2.3895E-09,108840
HD00030942,I13,COMP017901,cl002,96,h,9.8333E-12,29400
HD00030942,I21,COMP017901,cl002,96,h,7.1684E-09,69648
HD00030942,J13,COMP017901,cl002,96,h,2.95E-11,27048
HD00030942,J21,COMP017901,cl002,96,h,2.1505E-08,47136
HD00030942,K13,COMP017901,cl002,96,h,8.8499E-11,30528
HD00030942,K21,COMP017901,cl002,96,h,6.4516E-08,40656
HD00030942,L13,COMP017901,cl002,96,h,2.655E-10,26640
HD00030942,L21,COMP017901,cl002,96,h,7.9649E-10,27120
HD00030942,M13,COMP017901,cl002,96,h,9.8333E-12,130464
HD00030942,N21,COMP017901,cl002,96,h,2.3895E-09,26568
HD00030942,O13,COMP017901,cl002,96,h,2.95E-11,122808
HD00030942,O21,COMP017901,cl002,96,h,7.1684E-09,26784
HD00030942,B20,COMP013443,cl002,96,h,,111192
HD00030942,B21,COMP013443,cl002,96,h,,87720
HD00030942,C20,COMP013443,cl002,96,h,,111480
HD00030942,C21,COMP013443,cl002,96,h,,31440
HD00030942,D19,COMP013443,cl002,96,h,,109128
HD00030942,D20,COMP013443,cl002,96,h,,109128
HD00030942,E19,COMP013443,cl002,96,h,,110208
HD00030942,E20,COMP013443,cl002,96,h,,111264
HD00030942,E21,COMP013443,cl002,96,h,,6744
HD00030942,F19,COMP013443,cl002,96,h,,113232
HD00030942,F20,COMP013443,cl002,96,h,,116160
HD00030942,F21,COMP013443,cl002,96,h,,2640
HD00030942,G19,COMP013443,cl002,96,h,,120864
HD00030942,G20,COMP013443,cl002,96,h,,93864
HD00030942,H19,COMP013443,cl002,96,h,,113568
HD00030942,H20,COMP013443,cl002,96,h,,34488
HD00030942,I20,COMP013443,cl002,96,h,,6696
HD00030942,J19,COMP013443,cl002,96,h,,99216
HD00030942,J20,COMP013443,cl002,96,h,,3192
HD00030942,K19,COMP013443,cl002,96,h,,34656
HD00030942,K20,COMP013443,cl002,96,h,,125736
HD00030942,L19,COMP013443,cl002,96,h,,5448
HD00030942,L20,COMP013443,cl002,96,h,,130008
HD00030942,M19,COMP013443,cl002,96,h,,2712
HD00030942,M20,COMP013443,cl002,96,h,,128352
HD00030942,N20,COMP013443,cl002,96,h,,135792
HD00030942,O20,COMP013443,cl002,96,h,,134568
HD00030942,B11,COMP07769,cl002,96,h,,57960
HD00030942,C11,COMP07769,cl002,96,h,,59232
HD00030942,C22,COMP07769,cl002,96,h,,111168
HD00030942,D11,COMP07769,cl002,96,h,,115200
HD00030942,D12,COMP07769,cl002,96,h,,50016
HD00030942,D22,COMP07769,cl002,96,h,,114288
HD00030942,E11,COMP07769,cl002,96,h,,113448
HD00030942,E12,COMP07769,cl002,96,h,,54384
HD00030942,E22,COMP07769,cl002,96,h,,114000
HD00030942,F11,COMP07769,cl002,96,h,,117360
HD00030942,F12,COMP07769,cl002,96,h,,56784
HD00030942,F22,COMP07769,cl002,96,h,,121464
HD00030942,G11,COMP07769,cl002,96,h,,121248
HD00030942,G12,COMP07769,cl002,96,h,,65640
HD00030942,G22,COMP07769,cl002,96,h,,74256
HD00030942,H12,COMP07769,cl002,96,h,,72552
HD00030942,I22,COMP07769,cl002,96,h,,66816
HD00030942,J12,COMP07769,cl002,96,h,,126336
HD00030942,J22,COMP07769,cl002,96,h,,68760
HD00030942,K12,COMP07769,cl002,96,h,,125136
HD00030942,K22,COMP07769,cl002,96,h,,56520
HD00030942,L22,COMP07769,cl002,96,h,,60840
HD00030942,M10,COMP07769,cl002,96,h,,52296
HD00030942,M12,COMP07769,cl002,96,h,,123840
HD00030942,N10,COMP07769,cl002,96,h,,59280
HD00030942,N12,COMP07769,cl002,96,h,,136848
HD00030942,O10,COMP07769,cl002,96,h,,61032
HD00030942,B12,COMP08433,cl002,96,h,,110784
HD00030942,B18,COMP08433,cl002,96,h,,113472
HD00030942,C18,COMP08433,cl002,96,h,,104592
HD00030942,D18,COMP08433,cl002,96,h,,114120
HD00030942,E18,COMP08433,cl002,96,h,,108168
HD00030942,F18,COMP08433,cl002,96,h,,105072
HD00030942,G18,COMP08433,cl002,96,h,,104976
HD00030942,H11,COMP08433,cl002,96,h,,100824
HD00030942,H18,COMP08433,cl002,96,h,,96888
HD00030942,H23,COMP08433,cl002,96,h,,121344
HD00030942,I11,COMP08433,cl002,96,h,,107424
HD00030942,I23,COMP08433,cl002,96,h,,126912
HD00030942,J11,COMP08433,cl002,96,h,,114960
HD00030942,J23,COMP08433,cl002,96,h,,123192
HD00030942,K11,COMP08433,cl002,96,h,,115752
HD00030942,K23,COMP08433,cl002,96,h,,136632
HD00030942,L11,COMP08433,cl002,96,h,,129048
HD00030942,L23,COMP08433,cl002,96,h,,124800
HD00030942,M11,COMP08433,cl002,96,h,,135720
HD00030942,M23,COMP08433,cl002,96,h,,130248
HD00030942,N11,COMP08433,cl002,96,h,,130296
HD00030942,N17,COMP08433,cl002,96,h,,131928
HD00030942,N23,COMP08433,cl002,96,h,,107640
HD00030942,O11,COMP08433,cl002,96,h,,137904
HD00030942,O12,COMP08433,cl002,96,h,,101976
HD00030942,O17,COMP08433,cl002,96,h,,138888
HD00030942,O23,COMP08433,cl002,96,h,,105000
HD00030942,B17,COMP06611,cl002,96,h,,93936
HD00030942,B23,COMP06611,cl002,96,h,,114552
HD00030942,C23,COMP06611,cl002,96,h,,107808
HD00030942,D15,COMP06611,cl002,96,h,,113952
HD00030942,D23,COMP06611,cl002,96,h,,110616
HD00030942,E15,COMP06611,cl002,96,h,,108336
HD00030942,E23,COMP06611,cl002,96,h,,114144
HD00030942,F15,COMP06611,cl002,96,h,,113232
HD00030942,F23,COMP06611,cl002,96,h,,115200
HD00030942,G15,COMP06611,cl002,96,h,,117456
HD00030942,G23,COMP06611,cl002,96,h,,107184
HD00030942,H15,COMP06611,cl002,96,h,,115656
HD00030942,H16,COMP06611,cl002,96,h,,122592
HD00030942,I15,COMP06611,cl002,96,h,,120888
HD00030942,I16,COMP06611,cl002,96,h,,119544
HD00030942,J15,COMP06611,cl002,96,h,,120432
HD00030942,J16,COMP06611,cl002,96,h,,122928
HD00030942,K15,COMP06611,cl002,96,h,,125208
HD00030942,K16,COMP06611,cl002,96,h,,122160
HD00030942,L15,COMP06611,cl002,96,h,,100944
HD00030942,L16,COMP06611,cl002,96,h,,128952
HD00030942,M16,COMP06611,cl002,96,h,,127032
HD00030942,M22,COMP06611,cl002,96,h,,128088
HD00030942,N16,COMP06611,cl002,96,h,,125040
HD00030942,N22,COMP06611,cl002,96,h,,137712
HD00030942,O16,COMP06611,cl002,96,h,,126264
HD00030942,O22,COMP06611,cl002,96,h,,139872
HH00055902,A24,BG,cl002,0,h,,24
HH00055902,B24,BG,cl002,0,h,,24
HH00055902,C24,BG,cl002,0,h,,0
HH00055902,D24,BG,cl002,0,h,,24
HH00055902,E24,BG,cl002,0,h,,0
HH00055902,F24,BG,cl002,0,h,,0
HH00055902,G24,BG,cl002,0,h,,0
HH00055902,H24,BG,cl002,0,h,,0
HH00055902,I24,BG,cl002,0,h,,0
HH00055902,J24,BG,cl002,0,h,,0
HH00055902,K24,BG,cl002,0,h,,0
HH00055902,L24,BG,cl002,0,h,,0
HH00055902,M24,BG,cl002,0,h,,0
HH00055902,N24,BG,cl002,0,h,,24
HH00055902,O24,BG,cl002,0,h,,0
HH00055902,P24,BG,cl002,0,h,,0
HD00025902,C12,NEG,cl002,0,h,,9432
HD00025902,D04,NEG,cl002,0,h,,9912
HD00025902,D21,NEG,cl002,0,h,,9240
HD00025902,E13,NEG,cl002,0,h,,11184
HD00025902,F08,NEG,cl002,0,h,,10200
HD00025902,F17,NEG,cl002,0,h,,10272
HD00025902,H03,NEG,cl002,0,h,,10104
HD00025902,H13,NEG,cl002,0,h,,9936
HD00025902,H22,NEG,cl002,0,h,,9768
HD00025902,I06,NEG,cl002,0,h,,9528
HD00025902,I12,NEG,cl002,0,h,,11520
HD00025902,I19,NEG,cl002,0,h,,10200
HD00025902,K08,NEG,cl002,0,h,,11232
HD00025902,K17,NEG,cl002,0,h,,10296
HD00025902,L12,NEG,cl002,0,h,,12384
HD00025902,M04,NEG,cl002,0,h,,10344
HD00025902,M21,NEG,cl002,0,h,,10440
HD00025902,N13,NEG,cl002,0,h,,10008
HG00020904,A24,BG,cl002,0,h,,0
HG00020904,B24,BG,cl002,0,h,,24
HG00020904,C24,BG,cl002,0,h,,0
HG00020904,D24,BG,cl002,0,h,,0
HG00020904,E24,BG,cl002,0,h,,0
HG00020904,F24,BG,cl002,0,h,,24
HG00020904,G24,BG,cl002,0,h,,0
HG00020904,H24,BG,cl002,0,h,,0
HG00020904,I24,BG,cl002,0,h,,0
HG00020904,J24,BG,cl002,0,h,,0
HG00020904,K24,BG,cl002,0,h,,24
HG00020904,L24,BG,cl002,0,h,,0
HG00020904,M24,BG,cl002,0,h,,24
HG00020904,N24,BG,cl002,0,h,,24
HG00020904,O24,BG,cl002,0,h,,0
HG00020904,P24,BG,cl002,0,h,,0
HD0002590374,C12,NEG,cl002,0,h,,9792
HD0002590374,D04,NEG,cl002,0,h,,10584
HD0002590374,D21,NEG,cl002,0,h,,10008
HD0002590374,E13,NEG,cl002,0,h,,10992
HD0002590374,F08,NEG,cl002,0,h,,10728
HD0002590374,F17,NEG,cl002,0,h,,9744
HD0002590374,H03,NEG,cl002,0,h,,10296
HD0002590374,H13,NEG,cl002,0,h,,10272
HD0002590374,H22,NEG,cl002,0,h,,9768
HD0002590374,I06,NEG,cl002,0,h,,10680
